category_url,product_url,name,price,rating,review_count,page_text_length
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/glostad-loveseat-knisa-dark-gray-70489011/,Glostad Loveseat Knisa Dark Gray,169.0,4.5,609,2515
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/morabo-sofa-gunnared-dark-gray-wood-s89318321/,Morabo Sofa Gunnared Dark Gray Wood S89318321,799.0,4.1,168,2560
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/morabo-sofa-gunnared-light-green-wood-s09318339/,Morabo Sofa Gunnared Light Green Wood S09318339,799.0,4.1,168,2558
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/morabo-sofa-gunnared-dark-gray-metal-s09318320/,Morabo Sofa Gunnared Dark Gray Metal S09318320,799.0,4.1,168,2560
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/morabo-sofa-djuparp-dark-blue-wood-s19416508/,Morabo Sofa Djuparp Dark Blue Wood S19416508,699.0,4.1,168,2809
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/morabo-sofa-gunnared-light-green-metal-s29318338/,Morabo Sofa Gunnared Light Green Metal S29318338,799.0,4.1,168,2557
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/morabo-sofa-djuparp-dark-blue-metal-s39416507/,Morabo Sofa Djuparp Dark Blue Metal S39416507,699.0,4.1,168,2808
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/linanaes-sofa-with-chaise-vissle-dark-gray-70512243/,Linanaes Sofa With Chaise Vissle Dark Gray,499.0,3.1,110,2320
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/linanaes-sofa-with-chaise-vissle-beige-60512234/,Linanaes Sofa With Chaise Vissle Beige,499.0,3.0,116,2318
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/friheten-klagshamn-sleeper-sectional-3-seat-w-storage-faringe-light-gray-s49520240/,Friheten Klagshamn Sleeper Sectional 3 Seat W Storage Faringe Light Gray S49520240,1099.0,4.4,272,1873
https://www.ikea.com/us/en/cat/sofas-fu003/,https://www.ikea.com/us/en/p/friheten-klagshamn-sleeper-sectional-3-seat-w-storage-skiftebo-dark-gray-s29580739/,Friheten Klagshamn Sleeper Sectional 3 Seat W Storage Skiftebo Dark Gray S29580739,1099.0,4.4,272,1906
